Event_ID,Crime type,Crime Code,City,City Code,Date of crime
1910100076483,BURGLARY ,1,INLAND MIAMI,13,8/18/2019
1910040074808,RETAIL THEFT,2,INLAND MIAMI,13,8/19/2019
1910040074808,BURGLARY - RESIDENCE,1,INLAND MIAMI,13,8/20/2019
1910100076481,ROBBERY - ARMED,3,INLAND MIAMI,13,8/21/2019
1910100076481,BURGLARY ,1,INLAND MIAMI,13,9/1/2019
1910100076481,GRAND THEFT,2,INLAND MIAMI,13,9/2/2019
1910020074210,BURGLARY - RESIDENCE,1,INLAND MIAMI,13,9/3/2019
1910100076563,THEFT - ALL OTHER,2,INLAND MIAMI,13,9/3/2019
1910120076981,THEFT - PICK POCKET,2,INLAND MIAMI,13,9/3/2019
1910060075340,CRIMINAL MISCHIEF / VANDALISM,0,INLAND MIAMI,13,9/5/2019
1910040074928,THEFT - ALL OTHER,2,INLAND MIAMI,13,9/7/2019
1910050075230,RETAIL THEFT,2,INLAND MIAMI,13,9/8/2019
1910050075272,THEFT - ALL OTHER,2,INLAND MIAMI,13,9/9/2019
1910050075193,BURGLARY ,1,COASTAL MIAMI,8,9/27/2019
1910050075263,BURGLARY ,1,COASTAL MIAMI,8,9/27/2019
1910060075327,PETIT THEFT,2,COASTAL MIAMI,8,9/27/2019
1910050075250,RETAIL THEFT,2,COASTAL MIAMI,8,9/27/2019
1910040074906,THEFT - ALL OTHER,2,COASTAL MIAMI,8,9/27/2019
1910050075286,BURGLARY - OTHER STRUCTURE,1,MIAMI BEACH,18,9/28/2019
1910050075183,BURGLARY ,1,MIAMI BEACH,18,9/29/2019
1910050075280,THEFT - ALL OTHER,2,MIAMI BEACH,18,9/30/2019
1910040074921,THEFT - PICK POCKET,2,MIAMI BEACH,18,10/1/2019
1910060075333,BURGLARY - RESIDENCE,1,MIAMI BEACH,18,10/2/2019
1910150077685,BURGLARY - RESIDENCE,1,MIAMI BEACH,18,10/3/2019
1910150077654,BURGLARY ,1,MIAMI BEACH,18,10/4/2019
1910140077639,BURGLARY ,1,MIAMI BEACH,18,10/8/2019
1910140077636,BURGLARY ,1,MIAMI BEACH,18,10/8/2019
1910140077634,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI BEACH,18,10/8/2019
1910140077623,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,2,MIAMI BEACH,18,10/8/2019
1910140077599,THEFT - ALL OTHER,2,MIAMI BEACH,18,10/8/2019
1910140077600,BURGLARY ,1,OPA LOCKA,21,10/9/2019
1910140077436,BURGLARY ,1,OPA LOCKA,21,10/9/2019
1910140077576,BURGLARY ,1,OPA LOCKA,21,10/9/2019
1910140077598,BURGLARY - RESIDENCE,1,OPA LOCKA,21,10/9/2019
1910140077527,CRIMINAL MISCHIEF / VANDALISM,0,OPA LOCKA,21,10/9/2019
1910140077576,CRIMINAL MISCHIEF / VANDALISM,0,OPA LOCKA,21,10/9/2019
1910140077489,GRAND THEFT,2,OPA LOCKA,21,10/9/2019
1910140077430,PETIT THEFT,2,OPA LOCKA,21,10/9/2019
1910140077466,PETIT THEFT,2,OPA LOCKA,21,10/9/2019
1910140077552,PETIT THEFT - RETAIL / LESS THAN $100,2,OPA LOCKA,21,10/9/2019
1910140077603,STRONG ARM ROBBERY - NO FIREARM OR WEAPON,3,OPA LOCKA,21,10/9/2019
1910140077432,THEFT - ALL OTHER,2,OPA LOCKA,21,10/9/2019
1910140077501,THEFT - ALL OTHER,2,OPA LOCKA,21,10/9/2019
1910140077517,THEFT - SHOPLIFTING,2,OPA LOCKA,21,10/9/2019
1910180078589,BURGLARY ,1,CORAL GABLES,9,10/10/2019
1910150077649,BURGLARY ,1,CORAL GABLES,9,10/10/2019
1910180078600,BURGLARY ,1,CORAL GABLES,9,10/10/2019
1910180078593,BURGLARY - RESIDENCE,1,CORAL GABLES,9,10/10/2019
1910070075789,GRAND THEFT,2,CORAL GABLES,9,10/10/2019
1910070075774,GRAND THEFT - A FIREARM,2,CORAL GABLES,9,10/10/2019
1910070075787,PETIT THEFT - WITH 1 PREVIOUS THEFT CONVICTION,2,CORAL GABLES,9,10/10/2019
1910070075738,RETAIL THEFT,2,CORAL GABLES,9,10/10/2019
1910080075851,THEFT - ALL OTHER,2,CORAL GABLES,9,10/10/2019
1910070075709,BURGLARY ,1,GOLDEN BEACH,10,10/10/2019
1910070075744,BURGLARY - OTHER STRUCTURE,1,GOLDEN BEACH,10,10/10/2019
1910070075780,CRIMINAL MISCHIEF / VANDALISM,0,GOLDEN BEACH,10,10/10/2019
1910070075645,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,2,GOLDEN BEACH,10,10/10/2019
1910070075779,PETIT THEFT,2,GOLDEN BEACH,10,10/10/2019
1910100076429,RETAIL THEFT,2,GOLDEN BEACH,10,10/10/2019
1910070075644,RETAIL THEFT,2,GOLDEN BEACH,10,10/10/2019
1910070075650,ROBBERY - ARMED,3,GOLDEN BEACH,10,10/10/2019
1910100076425,ROBBERY - STRONG ARM,3,GOLDEN BEACH,10,10/10/2019
1910210079459,ROBBERY - STRONG ARM,3,GOLDEN BEACH,10,10/10/2019
1910220079509,ROBBERY - STRONG ARM,3,GOLDEN BEACH,10,10/10/2019
1910030074462,THEFT - ALL OTHER,2,GOLDEN BEACH,10,10/10/2019
1910210079503,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
1910210079471,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
1910210079435,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
1910210079421,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
1910220079531,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
1910220079523,BURGLARY ,1,GOLDEN BEACH,10,10/11/2019
191022378097,BURGLARY - RESIDENCE,1,GOLDEN BEACH,10,10/11/2019
1910070075552,THEFT - ALL OTHER,2,GOLDEN BEACH,10,10/11/2019
1910060075506,BURGLARY/CONVEYANCE: NOT OCCUP - NO WEAPON - NO PROP LOSS,1,GOLDEN BEACH,10,10/12/2019
1910060075485,BURGLARY ,1,NORTH MIAMI,20,10/12/2019
1910050075150,BURGLARY ,1,NORTH MIAMI,20,10/12/2019
1910050075152,BURGLARY ,1,NORTH MIAMI,20,10/12/2019
1910040074745,BURGLARY ,1,NORTH MIAMI,20,10/12/2019
1910030074719,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/12/2019
1910070075570,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/12/2019
1910070075570,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/12/2019
1910060075526,CRIMINAL MISCHIEF / VANDALISM,0,NORTH MIAMI,20,10/12/2019
191012365466,GRAND THEFT - FROM MOTOR VEHICLE - $300 TO LESS THAN $5000,2,NORTH MIAMI,20,10/12/2019
1910010073989,PETIT THEFT - UNSPECIFIED / $100 TO LESS THAN $300,2,NORTH MIAMI,20,10/12/2019
1910010073982,THEFT - ALL OTHER,2,NORTH MIAMI,20,10/12/2019
1910010073971,BURGLARY ,1,COASTAL MIAMI,8,10/13/2019
1910010073940,BURGLARY ,1,COASTAL MIAMI,8,10/13/2019
191001351739,BURGLARY ,1,COASTAL MIAMI,8,10/13/2019
1910250080354,BURGLARY ,1,COASTAL MIAMI,8,10/13/2019
1910250080354,BURGLARY ,1,COASTAL MIAMI,8,10/13/2019
1910160077989,BURGLARY / DWELLING NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1,COASTAL MIAMI,8,10/13/2019
1910150077920,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,2,COASTAL MIAMI,8,10/13/2019
1910150077706,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,2,COASTAL MIAMI,8,10/13/2019
1910150077701,PETIT THEFT,2,COASTAL MIAMI,8,10/13/2019
1910180078720,PETIT THEFT - PICK POCKET / $100 TO LESS THAN $300,2,COASTAL MIAMI,8,10/13/2019
1910180078663,PETIT THEFT - RETAIL / $100 TO LESS THAN $300,2,COASTAL MIAMI,8,10/13/2019
1910180078648,PETIT THEFT - UNSPECIFIED / LESS THAN $100,2,COASTAL MIAMI,8,10/13/2019
1910180078594,RETAIL THEFT,2,COASTAL MIAMI,8,10/13/2019
1910180078560,THEFT - PICK POCKET,2,COASTAL MIAMI,8,10/13/2019
1910210079346,BURGLARY ,1,GOLDEN BEACH,10,10/13/2019
1910220079775,THEFT - ALL OTHER,2,NORTH MIAMI,20,10/13/2019
1910220079534,THEFT - ALL OTHER,2,NORTH MIAMI,20,10/13/2019
1910230080040,THEFT - SHOPLIFTING,2,NORTH MIAMI,20,10/13/2019
1910230079996,THEFT/LARCENY,2,NORTH MIAMI,20,10/13/2019
1910230079975,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910230079981,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910230079968,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910240080253,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910240080125,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910260080630,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910250080591,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910180078760,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910210079298,BURGLARY ,1,HOMESTEAD,12,10/14/2019
1910220079753,BURGLARY - OTHER STRUCTURE,1,HOMESTEAD,12,10/14/2019
1910220079584,BURGLARY - RESIDENCE,1,HOMESTEAD,12,10/14/2019
1910150077778,BURGLARY - RESIDENCE,1,HOMESTEAD,12,10/14/2019
1910210079294,BURGLARY / STRUCTURE NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1,HOMESTEAD,12,10/14/2019
1910250080381,CRIMINAL MISCHIEF / VANDALISM,0,HOMESTEAD,12,10/14/2019
1910250080556,CRIMINAL MISCHIEF / VANDALISM,0,HOMESTEAD,12,10/14/2019
1910120076996,GRAND THEFT,2,HOMESTEAD,12,10/14/2019
1910240080242,GRAND THEFT - PICK POCKET - $300 TO LESS THAN $5000,2,HOMESTEAD,12,10/14/2019
1910240080242,PETIT THEFT - FROM MOTOR VEHICLE / $100 TO LESS THAN $300,2,HOMESTEAD,12,10/14/2019
1910230080068,PETIT THEFT - RETAIL / LESS THAN $100,2,HOMESTEAD,12,10/14/2019
1910230079819,RETAIL THEFT,2,HOMESTEAD,12,10/14/2019
1910220079628,STRONG ARM ROBBERY - NO FIREARM OR WEAPON,3,HOMESTEAD,12,10/14/2019
1910230079867,THEFT - ALL OTHER,2,HOMESTEAD,12,10/14/2019
1910240080175,THEFT - PICK POCKET,2,HOMESTEAD,12,10/14/2019
1910260080639,THEFT - PICK POCKET,2,HOMESTEAD,12,10/14/2019
1910160077961,THEFT - PICK POCKET,2,HOMESTEAD,12,10/14/2019
1910150077881,THEFT/LARCENY,2,NORTH MIAMI,20,10/14/2019
1910190078804,BURGLARY ,1,MIAMI,17,10/15/2019
1910190078804,BURGLARY ,1,MIAMI,17,10/15/2019
1910180078693,BURGLARY ,1,MIAMI,17,10/15/2019
1910180078634,BURGLARY ,1,MIAMI,17,10/15/2019
1910230079815,BURGLARY - RESIDENCE,1,MIAMI,17,10/15/2019
1910220079761,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/15/2019
1910220079599,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/15/2019
1910220079554,"GRAND THEFT - FROM BUILDING WITH PUBLIC ACCESS - $10,000 TO LESS THN $20,000",2,MIAMI,17,10/15/2019
1910240080101,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,2,MIAMI,17,10/15/2019
1910230079845,"GRAND THEFT - UNSPECIFIED - $5,000 TO LESS THAN $10,000",2,MIAMI,17,10/15/2019
1910240080309,PETIT THEFT,2,MIAMI,17,10/15/2019
1910240080307,PETIT THEFT - RETAIL / $100 TO LESS THAN $300,2,MIAMI,17,10/15/2019
1910150077848,RETAIL THEFT,2,MIAMI,17,10/15/2019
1910180078656,RETAIL THEFT,2,MIAMI,17,10/15/2019
1910250080527,THEFT - PICK POCKET,2,MIAMI,17,10/15/2019
1910240080203,THEFT/LARCENY,2,MIAMI,17,10/15/2019
1910150077862,GRAND THEFT,2,NORTH MIAMI,20,10/15/2019
1910240080291,PETIT THEFT,2,NORTH MIAMI,20,10/16/2019
1910150077728,BURGLARY ,1,TAMIAMI TRAIL,22,10/16/2019
1910230079825,BURGLARY ,1,TAMIAMI TRAIL,22,10/16/2019
1910150077754,BURGLARY ,1,TAMIAMI TRAIL,22,10/16/2019
1910190078818,BURGLARY ,1,TAMIAMI TRAIL,22,10/16/2019
1910180078666,BURGLARY ,1,TAMIAMI TRAIL,22,10/16/2019
1910220079725,CRIMINAL MISCHIEF (OVER $200 LESS THAN $1000),0,TAMIAMI TRAIL,22,10/16/2019
1910220079702,GRAND THEFT,2,TAMIAMI TRAIL,22,10/16/2019
1910220079593,GRAND THEFT,2,TAMIAMI TRAIL,22,10/16/2019
1910220079605,PETIT THEFT,2,TAMIAMI TRAIL,22,10/16/2019
1910240080080,ROBBERY - ARMED,3,TAMIAMI TRAIL,22,10/16/2019
1910230080015,THEFT - ALL OTHER,2,TAMIAMI TRAIL,22,10/16/2019
1910240080171,THEFT - ALL OTHER,2,TAMIAMI TRAIL,22,10/16/2019
1910250080486,THEFT - SHOPLIFTING,2,TAMIAMI TRAIL,22,10/16/2019
1910160078007,RETAIL THEFT,2,NORTH MIAMI,20,10/17/2019
1910180078618,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910240080288,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910240080182,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910150077804,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910150077767,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910230079804,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910220079744,BURGLARY ,1,TAMIAMI TRAIL,22,10/17/2019
1910220079673,BURGLARY - OTHER STRUCTURE,1,TAMIAMI TRAIL,22,10/17/2019
1910220079619,BURGLARY - RESIDENCE,1,TAMIAMI TRAIL,22,10/17/2019
1910220079619,BURGLARY / STRUCTURE NOT OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1,TAMIAMI TRAIL,22,10/17/2019
1910220079605,GRAND THEFT,2,TAMIAMI TRAIL,22,10/17/2019
1910220079546,GRAND THEFT,2,TAMIAMI TRAIL,22,10/17/2019
1910240080191,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,2,TAMIAMI TRAIL,22,10/17/2019
1910240080160,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,2,TAMIAMI TRAIL,22,10/17/2019
1910250080495,ROBBERY - STRONG ARM,3,TAMIAMI TRAIL,22,10/17/2019
191026383765,THEFT - ALL OTHER,2,TAMIAMI TRAIL,22,10/17/2019
1910240080083,THEFT - ALL OTHER,2,TAMIAMI TRAIL,22,10/17/2019
1910250080392,THEFT - FROM BUILDING,2,TAMIAMI TRAIL,22,10/17/2019
1910180078638,BURGLARY ,1,MIAMI,17,10/18/2019
1910210079370,BURGLARY ,1,MIAMI,17,10/18/2019
1910210079327,BURGLARY ,1,MIAMI,17,10/18/2019
1910220079657,BURGLARY ,1,MIAMI,17,10/18/2019
1910220079615,BURGLARY ,1,MIAMI,17,10/18/2019
1910300081685,BURGLARY - OTHER STRUCTURE,1,MIAMI,17,10/18/2019
1910220079581,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/18/2019
1910220079562,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/18/2019
1910230080063,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/18/2019
1910230079856,CRIMINAL MISCHIEF / VANDALISM,0,MIAMI,17,10/18/2019
1910250080407,GRAND THEFT - FROM BUILDING WITH PUBLIC ACCESS - $300 TO LESS THN $5000,2,MIAMI,17,10/18/2019
1910240080212,PETIT THEFT,2,MIAMI,17,10/18/2019
1910240080200,PETIT THEFT,2,MIAMI,17,10/18/2019
1910250080440,PETIT THEFT - RETAIL / $100 TO LESS THAN $300,2,MIAMI,17,10/18/2019
1910150077822,THEFT - ALL OTHER,2,MIAMI,17,10/18/2019
1910230079902,THEFT/LARCENY,2,MIAMI,17,10/18/2019
1910300081694,THEFT - PICK POCKET,2,NORTH MIAMI,20,10/18/2019
1910250080490,BURGLARY - RESIDENCE,1,NORTH MIAMI,20,10/19/2019
191015369998,ARMED ROBBERY - WEAPON OTHER THAN DEADLY WEAPON,4,TAMIAMI TRAIL,22,10/19/2019
191204432462,CRIMINAL MISCHIEF / VANDALISM,0,TAMIAMI TRAIL,22,10/19/2019
191204432597,CRIMINAL MISCHIEF / VANDALISM,0,TAMIAMI TRAIL,22,10/19/2019
191206435117,GRAND THEFT - FROM MOTOR VEHICLE - $300 TO LESS THAN $5000,2,TAMIAMI TRAIL,22,10/19/2019
191126422509,RETAIL THEFT OVER $300,2,TAMIAMI TRAIL,22,10/19/2019
191127423650,THEFT - ALL OTHER,2,TAMIAMI TRAIL,22,10/19/2019
191205433763,THEFT - PICK POCKET,2,TAMIAMI TRAIL,22,10/19/2019
191212442805,PETIT THEFT - RETAIL / LESS THAN $100,2,BISCAYNE BAY,6,10/20/2019
191214445430,THEFT - ALL OTHER,2,BISCAYNE BAY,6,10/20/2019
191222455627,THEFT - PICK POCKET,2,BISCAYNE BAY,6,10/20/2019
191217449350,THEFT - PICK POCKET,2,BISCAYNE BAY,6,10/20/2019
1910090076114,THEFT - PICK POCKET,2,BISCAYNE BAY,6,10/20/2019
1910080076003,BURGLARY ,1,BISCAYNE GARDENS,7,10/20/2019
1910080075928,BURGLARY ,1,BISCAYNE GARDENS,7,10/20/2019
1910080075909,CRIMINAL MISCHIEF / VANDALISM,0,BISCAYNE GARDENS,7,10/20/2019
1910090076115,CRIMINAL MISCHIEF / VANDALISM,0,BISCAYNE GARDENS,7,10/20/2019
1910080076032,GRAND THEFT,2,BISCAYNE GARDENS,7,10/20/2019
1910080076005,GRAND THEFT - PICK POCKET - $300 TO LESS THAN $5000,2,BISCAYNE GARDENS,7,10/20/2019
1910080075914,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,2,BISCAYNE GARDENS,7,10/20/2019
1910080075953,PETIT THEFT,2,BISCAYNE GARDENS,7,10/20/2019
1910090076105,PETIT THEFT - RETAIL / LESS THAN $100,2,BISCAYNE GARDENS,7,10/20/2019
1910080075923,ROBBERY - ARMED,3,BISCAYNE GARDENS,7,10/20/2019
1910160077974,ROBBERY - ARMED,3,BISCAYNE GARDENS,7,10/20/2019
